,"Інші фінансові активи, що обліковуються за справедливою вартістю через прибуток або збиток",Грошові кошти та їх еквіваленти,"Кошти в інших банках_Кошти в інших банках, усього","Кошти в інших банках_Кошти в інших банках, усього__у тому числі в іноземній валюті",Кошти в інших банках_Резерви під знецінення коштів в інших банках,Кошти обов’язкових резервів банку в НБУ,"Кредити та заборгованість клієнтів_Кредити та заборгованість клієнтів, усього","Кредити та заборгованість клієнтів_Кредити та заборгованість клієнтів, усього__у тому числі:_ юридичних осіб_кредити та заборгованість юридичних осіб, усього","Кредити та заборгованість клієнтів_Кредити та заборгованість клієнтів, усього__у тому числі:_ юридичних осіб_кредити та заборгованість юридичних осіб, усього__у тому числі в іноземній валюті",Назва банку,Торгові цінні папери,№ з/гр,№ з/п,Кредити та заборгованість клієнтів_юридичних осіб_резерви під знецінення кредитів та заборгованості клієнтів,"Кредити та заборгованість клієнтів_фізичних осіб_кредити та заборгованість фізичних осіб, усього","Кредити та заборгованість клієнтів_фізичних осіб_кредити та заборгованість фізичних осіб, усього__у тому числі в іноземній валюті",Кредити та заборгованість клієнтів_фізичних осіб_резерви під знецінення кредитів та заборгованості клієнтів,Цінні папери в портфелі банку на продаж,Цінні папери в портфелі банку на продаж__у тому числі резерви під знецінення цінних паперів у портфелі банку на продаж,Цінні папери в портфелі банку до погашення,Цінні папери в портфелі банку до погашення__у тому числі резерви під знецінення цінних паперів у портфелі банку до погашення,Інвестиції в асоційовані та дочірні компанії,Інвестиційна нерухомість,Дебіторська заборгованість щодо поточного податку на прибуток,Відстрочений податковий актив,Основні засоби та нематеріальні активи,Інші фінансові активи,Інші фінансові активи__у тому числі резерви під інші фінансові активи,Інші активи,Інші активи__у тому числі резерви під інші активи,"Необоротні активи, утримувані для продажу, та активи групи вибуття",Усього активів,YEAR,MONTH,QUARTER,NKB,№п/п,NKB_Банки з державною часткою,МФО,Банк   ,"Фінансові активи, що обліковуються за справедливою вартістю через прибуток або збиток",Кошти в інших банках,Кошти в інших банках__у тому числі в іноземній валюті,резерви під знецінення коштів в інших банках,Кредити та заборгованість клієнтів,Кредити та заборгованість клієнтів__у тому числі кредити та заборгованість юридичних осіб,Кредити та заборгованість клієнтів__у тому числі кредити та заборгованість юридичних осіб__у тому числі в іноземній валюті,Кредити та заборгованість клієнтів__у тому числі кредити та заборгованість юридичних осіб__у тому числі в іноземній валюті__у тому числі резерви під знецінення кредитів та заборгованості клієнтів,Кредити та заборгованість клієнтів__у тому числі кредити та заборгованість юридичних осіб__у тому числі в іноземній валюті__у тому числі резерви під знецінення кредитів та заборгованості клієнтів__у тому числі кредити та заборгованість фізичних осіб,Кредити та заборгованість клієнтів__у тому числі кредити та заборгованість юридичних осіб__у тому числі в іноземній валюті__у тому числі резерви під знецінення кредитів та заборгованості клієнтів__у тому числі кредити та заборгованість фізичних осіб__у тому числі в іноземній валюті,Кредити та заборгованість клієнтів__у тому числі кредити та заборгованість юридичних осіб__у тому числі в іноземній валюті__у тому числі резерви під знецінення кредитів та заборгованості клієнтів__у тому числі кредити та заборгованість фізичних осіб__у тому числі в іноземній валюті__у тому числі резерви під знецінення кредитів та заборгованості клієнтів,резерви під знецінення цінних паперів у портфелі банку на продаж,резерви під знецінення цінних паперів у портфелі банку до погашення,резерви під інші фінансові активи,резерви під інші активи,Резерви під знецінення цінних паперів у портфелі банку на продаж,Резерви під знецінення цінних паперів у портфелі банку до погашення,Резерви під інші фінансові активи,Резерви під інші активи,"Кошти в інших банках_Кошти в інших банках, усього__в іноземній валюті",Кошти в інших банках_резерви під знецінення коштів в інших банках,"Кредити та заборгованість клієнтів_Кредити та заборгованість клієнтів, усього__у тому числі:_ юридичних осіб_кредити та заборгованість юридичних осіб, усього__в іноземній валюті","Кредити та заборгованість клієнтів_фізичних осіб_кредити та заборгованість фізичних осіб, усього__в іноземній валюті",Цінні папери в портфелі банку на продаж__у тому числі:_резерви під знецінення цінних паперів у портфелі банку на продаж,Цінні папери в портфелі банку до погашення__у тому числі:_резерви під знецінення цінних паперів у портфелі банку до погашення,Інші фінансові активи__у тому числі:_резерви під інші фінансові активи,Інші активи__у тому числі:_резерви під інші активи,Усього активів__ в іноземній валюті,Банк  ,№ п/п,NRB_Банки з державною часткою,БАНК  , Грошові кошти та їх еквіваленти,"Кошти в інших банках, у т. ч.:","Кошти в інших банках, у т. ч.:__ в іноземній валюті"," Кредити та заборгованість клієнтів, у т. ч.:"," кредити та заборгованість юридичних осіб, у т. ч.:"," кредити та заборгованість юридичних осіб, у т. ч.:__ в іноземній валюті", резерви під знецінення кредитів та заборгованості клієнтів,"кредити та заборгованість фізичних осіб, у т. ч.:","кредити та заборгованість фізичних осіб, у т. ч.:__ в іноземній валюті",резерви під знецінення кредитів та заборгованості клієнтів," Цінні папери в портфелі банку на продаж, у т. ч.:","Цінні папери в портфелі банку до погашення, у т. ч.:", Інвестиції в асоційовані та дочірні компанії," Інші фінансові активи, у т. ч.:", резерви під інші фінансові активи," Інші активи, у т. ч.:", резерви під інші активи," Необоротні активи, утримувані для продажу, та активи групи вибуття","Усього активів, у т. ч.:","Усього активів, у т. ч.:__в іноземній валюті",Банк
2771,0,10078.242400000001,0,0,0,129.21099,120791.68625,103933.17641,5111.81325,"""ЗЕМЕЛЬНИЙ КАПІТАЛ""",0,104,162,-55.439370000000004,16858.50984,4596.3115099999995,-337.55411000000004,15357.31762,,3002.19178,,0,26768.65823,0,363.53997999999996,36728.711449999995,21.83633,,20413.79305,,0,233655.18808,2012,10,2,,,,,,,,,,,,,,,,,,,,,-35.41615,-416.13376,-60.75544,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772,0,11467.05315,3965.45736,1112.26064,-204.33682,410.11701,194436.19580999998,188666.62011,0,ЄВРОПЕЙСЬКИЙ БАНК РАЦІОН.ФІНАНС.,0,105,163,-68115.91326999999,5769.575699999999,4205.85129,-748.3588599999999,15,,0,,0,4865.40675,454.14372,0,9682.340849999999,2832.96422,,142.03916999999998,,0,228270.71803999998,2012,10,2,,,,,,,,,,,,,,,,,,,,,-102.21,0,-16.483729999999998,-1.00088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2773,0,159420.47023,2442.1513099999997,2442.1513099999997,-49.83982,537.4557,1701.42971,2.295,0,ПРОФІН БАНК,0,106,164,0,1699.13471,0,-79.34284,0,,0,,0,0,427.681,748.99469,50701.74813,6210.13424,,876.89684,,950.4,224017.36185,2012,10,2,,,,,,,,,,,,,,,,,,,,,0,0,-37.51841,-15.10097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2774,0,63623.8428,15223.40675,360.13463,-158.42183,903.17961,99378.86879,71399.51198,7403.50362,РАДАБАНК,0,107,165,-5779.25724,27979.356809999997,62.98868,-3150.69323,6944.988,,0,,0,4437.40546,0,131.136,7774.76532,411.09652,,2283.23846,,0,201111.92771,2012,10,2,,,,,,,,,,,,,,,,,,,,,-0.39,0,-3.34376,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775,0,19684.205550000002,28117.6,3024.27274,-400.02031999999997,49.322089999999996,142061.50403,101315.87126,24660.208740000002,ГРІН БАНК,0,108,166,-18731.6299,40745.632770000004,2065.86262,-10757.385830000001,6313.365809999999,,0,,0,0,3.36895,0,3076.89819,21.11309,,394.69527999999997,,0,199722.07299,2012,10,2,,,,,,,,,,,,,,,,,,,,,-3,0,-24.216359999999998,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2776,0,9015.54332,24615.04931,2428.40308,0,365.36411000000004,137837.81021999998,137167.58168,4078.8709,БАНК НАРОДНИЙ КАПІТАЛ,0,109,167,-20806.41844,670.22854,0,-807.458,0,,0,,0,0,21.101000000000003,484.32896,20664.14423,48.360279999999996,,1122.0072400000001,,0,194173.70867,2012,10,2,,,,,,,,,,,,,,,,,,,,,0,0,-2.84272,-62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777,0,25364.50694,76182.68857,28872.373809999997,-2683.8685,140.33328,68036.05779,67622.74449,0,"""ЦЕНТР""",0,110,168,-2692.57827,413.31329999999997,0,-2.653,10912.014290000001,,0,,0,0,6.823,156.282,2063.103,8.21335,,125.96092,,0,182995.98314,2012,10,2,,,,,,,,,,,,,,,,,,,,,0,0,-1.28379,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778,0,29863.35577,0,0,0,368.99778,67103.45698,38390.711279999996,0,УКРБУДІНВЕСТБАНК,0,111,169,-5.20112,28712.7457,7326.63919,-10857.09409,58834.282549999996,,0,,0,0,30,149.7731,16913.11219,9.55729,,1345.6287300000001,,0,174618.16439,2012,10,2,,,,,,,,,,,,,,,,,,,,,0,0,-12.15556,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779,0,16978.88552,46916.367399999996,833.74314,-475.49703999999997,0,25425.06117,143.12905,0,БАНК ФАМІЛЬНИЙ,0,112,170,-123.17475,25281.93212,17019.51499,-8085.16758,1,,39243.65631,,0,3085.75395,8.064409999999999,0,28962.9648,4438.4191900000005,,329.65653,,0,165389.82927999998,2012,10,2,,,,,,,,,,,,,,,,,,,,,0,0,-1.8217999999999999,-11.532229999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780,0,18191.998730000003,145.64146,145.64146,-2.96583,65.47941999999999,134241.81522000002,134082.94522,1149.95955,БАНК ВЕЛЕС,0,113,171,-46483.78016,158.87,0,-215.97234,7221.25267,,0,,0,931.7189999999999,0,0,3477.6712500000003,9.653,,142.09829,,0,164427.32903999998,2012,10,2,,,,,,,,,,,,,,,,,,,,,-1416.36638,0,-16.94134,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781,0,75619.88974,0,0,0,216.93287999999998,45894.2794,31975.3165,0,СХІДНО-ПРОМИСЛ. КОМЕРЦ. БАНК,33373.8,114,172,-1064.36385,13918.9629,1559.7575299999999,-2750.88951,0,,0,,0,0,96.80199999999999,7.2170000000000005,6425.40856,647.97862,,232.61564,,0,162514.92384,2012,10,2,,,,,,,,,,,,,,,,,,,,,0,0,-278.27262,-0.325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782,0,26863.35313,2006.03271,0,-0.0875,78.18399,58228.72267,48193.54979,0,ТММ-БАНК,0,115,173,-9383.07105,10035.17288,1233.24237,-7247.444619999999,19474.81304,,0,,0,8568.110850000001,122.458,0,28846.79353,0.26668,,168.61352,,0,144357.34812,2012,10,2,,,,,,,,,,,,,,,,,,,,,0,0,-4.97025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783,0,3087.02833,32642.376910000003,3324.74822,-298.56516999999997,0.8121499999999999,43202.23997,37797.57933,0,УКРАЇНСЬКИЙ БАНК РЕКОНСТР.ТА РОЗВ.,0,116,174,-148.88377,5404.66064,0,-265.61491,0,,2010.92388,,0,24673.63265,416.3,731.07066,31500.45847,55.67396,,979.23843,,3387.547,142687.30241,2012,10,2,,,,,,,,,,,,,,,,,,,,,0,0,0,-7772.9538600000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784,0,767.4869,1487.25409,0,-15,156.65303,75263.79189,64578.42434,4712.31026,БАНК АЛЬЯНС,0,117,175,-3847.35504,10685.36755,972.4349100000001,-2900.7153200000002,0,,0,,0,0,19.831000000000003,0,7132.94912,0.9264,,12.31237,,0,84841.2048,2012,10,2,,,,,,,,,,,,,,,,,,,,,0,0,-2.91628,-0.05992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785,0,26905587.9504,325541.2945,,,1122111.91819,108394620.46717,90415500.39601,,ПРИВАТБАНК,22.31501,1,1,-14943081.84563,17979120.07116,,-8422801.55951,6703.165529999999,,240109.87503999998,,949615.60147,1507.0501199999999,188.29627,0,2113710.2484000004,21371034.70317,,257341.66601,,51860.288519999995,161739954.8398,2012,07,2,,,,,,,,,,,,,,,,,,,,,,,,,277126.39819,-322613.48644999997,20711967.0731,1572430.95704,-3588.56034,-1.6,-47988.2776,-107.91519,64992434.58506,,,,,,,,,,,,,,,,,,,,,,,,,
2786,0,6994651.2867600005,1133698.6326300001,,,0,50623388.72181,48468331.015410006,,ОЩАДБАНК,0,2,2,-7089028.97568,2155057.7064,,-2244401.86943,17561549.58462,,2420418.29917,,24800,0,81951.082,14919.3963,2586180.30492,2924614.8794400003,,366660.98852,,0,84732833.17616999,2012,07,2,,,,,,,,,,,,,,,,,,,,,,,,,171505.34834000003,-70348.28166,10501576.6,236712.14713,-42671.903,-29876.475410000003,-24589.408290000003,-5213.88575,15139939.88909,,,,,,,,,,,,,,,,,,,,,,,,,
2787,0,6276022.29918,1852902.02886,,,565761.97131,42397503.565400004,41919594.27916,,УКРЕКСІМБАНК,0,3,3,-8330280.51722,477909.28624,,-419815.593,15390575.9088,,1441983.32122,,0,3707762.61248,874679.0140000001,63773.305980000005,2240149.68848,381310.62838,,350147.35293,,0,75542571.69702,2012,07,2,,,,,,,,,,,,,,,,,,,,,,,,,685896.49535,-31919.93411,20003565.887450002,327929.83638,-234489.98817,-18251.01,-12553.20064,-1886.6268,29872017.30257,,,,,,,,,,,,,,,,,,,,,,,,,
2788,0,6485319.72587,380828.63642,,,318748.10876,27473154.66994,16665810.20991,,РАЙФФАЙЗЕН БАНК АВАЛЬ,184768.84552,4,4,-4536474.89454,10807344.46003,,-5556708.68172,6382539.953790001,,1543603.7029199998,,181925.11605,127489.08140000001,7240.110320000001,573652.02642,3035468.03014,324672.48066,,458543.50576000003,,0,47477953.99397,2012,07,2,,,,,,,,,,,,,,,,,,,,,,,,,129671.16257999999,-20971.075100000002,6138336.07519,6542931.49092,-4466.17876,-3457.71931,-75390.10394999999,-7246.03599,17448780.74746,,,,,,,,,,,,,,,,,,,,,,,,,
2789,0,2543216.46952,2628480.3544699997,,,175872.73198,30587074.87515,30058301.99331,,ПРОМІНВЕСТБАНК,0,5,5,-1905189.76476,528772.8818399999,,-154158.00393,1464872.7854000002,,0,,121.975,520744.86867999996,9142.04778,49930.622800000005,2780708.72325,140619.16862,,95684.72704,,1696.555,40998165.904690005,2012,07,2,,,,,,,,,,,,,,,,,,,,,,,,,2270417.85153,-53903.903210000004,18697152.00894,272337.13021,-113424.13410000001,0,-112352.96868,-7008.8204000000005,22836256.43347,,,,,,,,,,,,,,,,,,,,,,,,,
2790,0,3567629.0534,43907.77165,,,309522.9069,28550936.86021,13301323.01115,,УКРСОЦБАНК,537129.8,6,6,-5587933.171,15249613.84906,,-2986482.67294,2119074.4510999997,,0,,7161.88,401982.84349,79403.09240000001,89244.29058,3273763.94566,137264.05356,,874257.4995,,2808.93867,39994087.38712,2012,07,2,,,,,,,,,,,,,,,,,,,,,,,,,14817.33448,-2267.66552,7228457.81475,11450501.360399999,-26733.99951,-20387.5,-40777.6724,-10174.54322,20561993.837860003,,,,,,,,,,,,,,,,,,,,,,,,,
2791,3697.2118100000002,3344918.19097,592638.90468,,,273687.64477,24986427.0431,21831537.26882,,ВТБ БАНК,4938966.24593,7,7,-4542094.77262,3154889.77428,,-1523094.6496700002,959060.51601,,0,,0,0,55453.13779,245717.056,940019.06111,1030277.7387799999,,793224.82136,,5933.94103,38170021.51334,2012,07,2,,,,,,,,,,,,,,,,,,,,,,,,,592638.90468,-5078.999,14351883.361820001,583680.4024,-7043.277,0,-17905.94238,-1195.28779,23341970.78437,,,,,,,,,,,,,,,,,,,,,,,,,
2792,0,3805480.56,4530883.40909,,,140583.21276999998,16152816.77523,12679237.13496,,ПЕРШИЙ УКР.МІЖНАРОДНИЙ БАНК,870997.80747,8,8,-2097547.95974,3473579.64027,,-1390952.63549,2678530.40032,,0,,0,55877.69076,0,86828.59044999999,1323398.4414199998,1687812.8361,,125968.38126,,0,31459178.10487,2012,07,2,,,,,,,,,,,,,,,,,,,,,,,,,2488984.4592899997,-38941.49398,6037589.86517,1182476.59964,-84234.64803,0,-30086.254839999998,-11805.845959999999,15404004.379829999,,,,,,,,,,,,,,,,,,,,,,,,,
2793,850051.2,3689488.04562,1843648.47468,,,202282.67439,15916824.987879999,8809156.167580001,,ДЕЛЬТА БАНК,0,9,9,-2087678.8698099998,7107668.820300001,,-2421838.0373,3151977.55034,,0,,0,1239379.2217299999,5000,0,310846.84173,1699655.12754,,133221.36261,,1539.7762500000001,29043915.262769997,2012,07,2,,,,,,,,,,,,,,,,,,,,,,,,,441534.34225,-2218.71637,2985595.7611499997,1932022.8322800002,-11329.37336,0,-237954.52972000002,-1851.09814,10074060.560579998,,,,,,,,,,,,,,,,,,,,,,,,,
2794,5914.72514,6255207.2216300005,663637.34357,,,0,15936208.09144,5910308.17396,,УКРСИББАНК,1273753.9341,10,10,-1462772.21153,10025899.91748,,-854165.08626,284281.8558,,0,,266739.88856,37029.85802,0,1133821.79995,1413144.28535,1304723.60379,,73932.66343,,0,28648395.27078,2012,07,2,,,,,,,,,,,,,,,,,,,,,,,,,561778.02056,-9181.42004,1821636.12548,6922690.4549,-2710.39298,0,-180941.43256000002,-11806.65458,15601274.12474,,,,,,,,,,,,,,,,,,,,,,,,,
2795,0,4333405.9029,1298425.84004,,,242680.52832,17862357.617450003,14076842.388090001,,АЛЬФА-БАНК,958518.2875000001,11,11,-2177789.58224,3785515.2293599998,,-2534990.6243000003,1116710.99503,,0,,0,51633.03456,219.53805,144207.03376,358811.96577999997,1527259.74881,,19048.83567,,28926.14181,27942205.46968,2012,07,2,,,,,,,,,,,,,,,,,,,,,,,,,1230389.42279,-16746.008859999998,4774640.20961,1299345.6076800001,-33956.45,0,-4522.39316,-614.55019,13337616.158459999,,,,,,,,,,,,,,,,,,,,,,,,,
2796,0,1301086.56273,722155.94868,,,94357.88319,19559980.66865,9230669.449450001,,"""НАДРА""",423187.12799999997,12,12,-1479866.1058099999,10329311.2192,,-2919747.10431,264732.43599,,0,,0,86599.37565,894.92505,0,1298252.70595,179734.99943999999,,606587.1908300001,,6756.46058,24544326.28474,2012,07,2,,,,,,,,,,,,,,,,,,,,,,,,,265210.88594999997,-137868.72157,3794493.13928,8391055.243830001,-162.36231,0,-170175.04162,-4280.48902,13118633.161150001,,,,,,,,,,,,,,,,,,,,,,,,,
2797,274817.44528000004,1070979.80196,120590.28411,,,152368.59233,18221841.31055,14901301.22779,,БАНК ФІНАНСИ ТА КРЕДИТ,625970.0748000001,13,13,-1322024.4803600002,3320540.08276,,-415539.17456,91382.74343,,230139.16025000002,,0,11710.456,2274.53713,40998.857809999994,121427.06897,989176.15269,,234791.72097,,5.65344,22188473.859720003,2012,07,2,,,,,,,,,,,,,,,,,,,,,,,,,120590.28411,-2293.6683000000003,3565045.4452899997,2281117.94824,-1368.00856,-6128.769359999999,-5805.06994,-789.58923,7719846.91708,,,,,,,,,,,,,,,,,,,,,,,,,
2798,1238.69946,2486285.7075799997,1522588.26868,,,160000,14101168.59039,11330402.75416,,БРОКБІЗНЕСБАНК,0,14,14,-554638.6479699999,2770765.83623,,-160189.29570000002,450276.25310000003,,0,,0,4695.999,1296.8299000000002,0,708421.89291,2451176.47817,,42675.22872,,0,21929823.94791,2012,07,2,,,,,,,,,,,,,,,,,,,,,,,,,1523314.54012,-3665.09997,2637697.05361,994547.3140499999,-6610,0,-10221.31965,-5392.87105,7773117.09574,,,,,,,,,,,,,,,,,,,,,,,,,
2799,0,2153126.06376,639228.9111,,,121040.40449999999,14999449.46471,9608473.7717,,ОТП БАНК,0,15,15,-2891884.10699,5390975.6930100005,,-816186.99324,2134356.32045,,302059.17612,,162964.57799999998,19950.64482,82969.856,105344.71100000001,478105.38018,91450.01981,,41673.870780000005,,0,21331719.40123,2012,07,2,,,,,,,,,,,,,,,,,,,,,,,,,2268.9055599999997,-42248.02549,5508910.03237,4313469.53873,-10634.70651,0,-7641.68319,-5587.55691,11274279.354349999,,,,,,,,,,,,,,,,,,,,,,,,,
2800,0,3032488.0146700004,2142777.9948299997,,,0.96091,7088148.66353,5765762.74115,,УКРГАЗБАНК ,0,16,16,-5722209.06688,1322385.9223800001,,-1540923.73731,5841490.35022,,0,,0,13174.48416,283.57681,115563.04905999999,663268.8017899999,1858165.8338,,142191.64312999998,,0,20897553.37291,2012,07,2,,,,,,,,,,,,,,,,,,,,,,,,,898192.06247,-10927.8165,393864.62721999997,487768.02034999995,-429322.27139999997,-6047,-94905.88119999999,-39134.70194,5997108.38952,,,,,,,,,,,,,,,,,,,,,,,,,
2801,0,1344349.97518,288071.36392000003,,,111980.81808000001,15020634.082419999,14653942.785459999,,СБЕРБАНК РОСІЇ,1761382.88264,17,17,-1097318.1573899998,366691.29696,,-386931.39896,235270.25475,,0,,19378.87087,27756.218,195.58533,47059.818909999995,726563.32892,631795.66498,,38210.367920000004,,0,20252649.23192,2012,07,2,,,,,,,,,,,,,,,,,,,,,,,,,147696.89577,-120.47239,10269971.614370001,77064.56699,-76490.97714,0,-5672.00986,0,12166416.34464,,,,,,,,,,,,,,,,,,,,,,,,,
2802,0,974707.16156,258055.62755,,,84656.11667,6743941.65898,5502717.35451,,ВIEЙБI БАНК,1870262.0815,1,18,-1488619.4213999999,1241224.30447,,-475045.5611,2362.69499,,0,,78490.33,194365.10215999998,3716.60004,390437.53904,241692.58386,2289867.94061,,111674.60573,,42.95878999999999,13244273.00148,2012,07,2,,,,,,,,,,,,,,,,,,,,,,,,,194265.77966,-1313.80509,2370036.9089099998,727997.79228,-5,0,-13938.866259999999,-8639.92324,6494635.65871,,,,,,,,,,,,,,,,,,,,,,,,,
2803,38434.300200000005,1167657.6697999998,277522.12063,,,29288.68263,9928390.43274,8237225.71947,,КРЕДИТПРОМБАНК,26665.08,2,19,-1376421.14274,1691164.71327,,-770921.4384000001,691428.4904700001,,0,,0,0,7988.73749,55253.100869999995,157994.5196,113049.73882,,75332.24892,,14016.666000000001,12583021.788169999,2012,07,2,,,,,,,,,,,,,,,,,,,,,,,,,277522.12063,-3105.01854,2669574.6998300003,825860.9253,-17472.53924,0,-5152.5320600000005,-866.5428899999999,4454873.44296,,,,,,,,,,,,,,,,,,,,,,,,,
2804,1964.06788,760767.67676,218016.55906,,,137897.44304,8632614.27215,8552299.264150001,,IHГ БАНК УКРАЇНА,1304466.6075499998,3,20,-179951.56146,80315.008,,-9789.47132,3778.1483,,0,,0,0,40257.24114,834.57667,12304.571539999999,154170.64986,,3849.88321,,30.64894,11270952.3461,2012,07,2,,,,,,,,,,,,,,,,,,,,,,,,,1915.73938,-16980.48603,7269406.4691200005,55062.48489,-95.5463,0,-73.74193,-432.51268999999996,7910713.96947,,,,,,,,,,,,,,,,,,,,,,,,,
2805,0,727164.1067,468657.51694,,,212873.14992,7937622.26946,7553629.8805599995,,"""ПІВДЕННИЙ""",0,4,21,-445358.68332,383992.38889999996,,-158374.72472,58925.77136,,0,,183675.3002,0,4342.22127,0,580131.4026799999,33513.55522,,18235.2541,,32824.031169999995,10257964.57902,2012,07,2,,,,,,,,,,,,,,,,,,,,,,,,,468657.51694,-2896.08909,3066581.2795,323814.93743,-1762.5408,0,-908.07881,-1050.7518499999999,4380092.1851,,,,,,,,,,,,,,,,,,,,,,,,,
2806,31695.02854,1109596.03725,651803.3859700001,,,58704.72078,3659828.0566,1972488.2569199998,,ЕРСТЕ БАНК,1173379.0941499998,5,22,-178621.86229,1687339.79968,,-982600.06031,1166248.40905,,0,,0,51415.253749999996,137.31375,99350.74505,854308.94066,917597.90325,,11479.0801,,54295.38809,9839839.35699,2012,07,2,,,,,,,,,,,,,,,,,,,,,,,,,369859.61754,-2346.2623,1002938.2531,1349029.8373999998,0,0,-335.73894,-1929.07246,4611894.010899999,,,,,,,,,,,,,,,,,,,,,,,,,
2807,0,796368.78808,546566.2750200001,,,15898.92691,3932093.23004,3596186.62676,,"""ХРЕЩАТИК""",11.03266,6,23,-324752.73725,335906.60328000004,,-99948.85801,933448.1242000001,,175512.24490000002,,0,0,7670.73736,6752.6138900000005,273123.85898,2664182.13344,,169350.97872,,0,9520978.9442,2012,07,2,,,,,,,,,,,,,,,,,,,,,,,,,482247.3519,-697.50351,990068.1475300001,34169.15015,-25,0,-1764.73819,0,4185665.51032,,,,,,,,,,,,,,,,,,,,,,,,,
2808,0,1304303.9641,99073.20473,,,20967.151980000002,6292178.18346,3895845.63485,,БАНК ФОРУМ,197370.17169000002,7,24,-2485388.9102100004,2396332.54861,,-1070451.60178,430728.24414,,3951.3444999999997,,0,7801.77368,557.53366,429586.883,472809.4668,13621.579730000001,,55540.80118,,8545.060660000001,9337035.36331,2012,07,2,,,,,,,,,,,,,,,,,,,,,,,,,8840.56651,-180.58328,1126150.78094,1787351.43616,-36554.82612,-55124.3,-10751.994200000001,0,3862278.95963,,,,,,,,,,,,,,,,,,,,,,,,,
2809,52994.493149999995,714770.3087800001,158945.61661,,,14278.15092,7981740.27012,7972943.71421,,"""ФІНАНСОВА ІНІЦІАТИВА""",4555.88659,8,25,-1314057.83228,8796.555910000001,,-751.5618400000001,60,,0,,0,0,0,0,27692.339789999998,2114.9504,,12028.90636,,0,8969180.92272,2012,07,2,,,,,,,,,,,,,,,,,,,,,,,,,155347.16689999998,-4394.31703,0,9.48257000000008,0,0,0,-167.50062,438143.18041000003,,,,,,,,,,,,,,,,,,,,,,,,,
2810,0,162532.31915,0,,,3529.51433,272649.16744,183921.01652,,РОДОВІД БАНК,81520.05584,9,26,-2544984.38845,88728.15092,,-1467800.1336,385848.71168,,0,,0,4534.31964,0,0,525359.61543,3371098.7696399996,,4156836.93812,,0,8963909.41127,2012,07,2,,,,,,,,,,,,,,,,,,,,,,,,,0,0,53852.0291299999,75632.8165900001,-231059.83978,0,-3443334.2656099997,-333.3975,197780.77622,,,,,,,,,,,,,,,,,,,,,,,,,
2811,0,461230.35061,1122182.07146,,,20994.101430000002,6646955.59606,6440088.73174,,IМЕКСБАНК,0,10,27,-595429.2611,206866.86432,,-268085.763,10,,0,,0,0,293.77895,0,390555.68004999997,7784.22908,,12534.67499,,0,8662540.48263,2012,07,2,,,,,,,,,,,,,,,,,,,,,,,,,73973.3349,-167670.95700999998,1318097.37789,36927.07858,0,0,-65.95183,0,1768128.16264,,,,,,,,,,,,,,,,,,,,,,,,,
2812,0,434536.46203,1286768.97203,,,56922.20004,5370079.35741,5096555.68811,,БАНК КРЕДИТ ДНІПРО,0,11,28,-343816.32584,273523.6693,,-139998.80489,919991.78841,,0,,0,46457.24163,200.00063,14512.958830000001,194156.68498,94857.94092000001,,128318.67908000002,,0,8546802.28599,2012,07,2,,,,,,,,,,,,,,,,,,,,,,,,,1223846.8811899999,-1291.90554,2256020.14668,88006.50834,-49.87129,0,-1219.71411,0,4064084.94054,,,,,,,,,,,,,,,,,,,,,,,,,
2813,0,1031142.4058800001,495308.75759999995,,,0,3735259.23672,1796043.68111,,УНІВЕРСАЛ БАНК,936527.82058,12,29,-150994.26413,1939215.55561,,-982660.61943,215.66344,,18661.714920000002,,0,48406.063969999996,572.69135,328787.99053,207858.4851,939056.29706,,20416.77683,,0,7762213.90398,2012,07,2,,,,,,,,,,,,,,,,,,,,,,,,,260183.38356,-3882.8906399999996,877819.10372,1412699.0341999999,-11,0,-3496.71076,-2151.0366900000004,2550701.52148,,,,,,,,,,,,,,,,,,,,,,,,,
2814,0,944352.27155,104602.64739,,,55964.777259999995,5781020.77398,3837234.12569,,КРЕДІ АГРІКОЛЬ БАНК,0,13,30,-137081.56128,1943786.64829,,-350832.62208,23358.79773,,0,,0,7077.84132,772.6752799999999,327.56856,357350.22927,64923.96627,,14330.79935,,0,7354082.34796,2012,07,2,,,,,,,,,,,,,,,,,,,,,,,,,80536.70578999999,-949.4447,1822906.89898,437776.94573000004,0,0,-1642.39165,-2256.09457,2922651.5263199997,,,,,,,,,,,,,,,,,,,,,,,,,
