id,name,type,Грошові кошти та їх еквіваленти,Кошти обов’язкових резервів банку в НБУ,Торгові цінні папери,"Інші фінансові активи, що обліковуються за справедливою вартістю через прибуток або збиток","Кошти в інших банках, усього","кредити та заборгованість юридичних осіб, усього","кредити та заборгованість фізичних осіб, усього",Цінні папери в портфелі банку на продаж,Цінні папери в портфелі банку до погашення,Інвестиції в асоційовані та дочірні компанії,Інвестиційна нерухомість,Дебіторська заборгованість щодо поточного податку на прибуток,Відстрочений податковий актив,Основні засоби та нематеріальні активи,Інші фінансові активи,Інші активи,"Необоротні активи, утримувані для продажу, та активи групи вибуття",Кошти банків,"кошти юридичних осіб, усього","кошти фізичних осіб, усього","Боргові цінні папери, емітовані банком",Інші залучені кошти,Зобов’язання щодо поточного податку на прибуток,Відстрочені податкові зобов’язання,Резерви за зобов'язаннями,Інші фінансові зобов’язання,Інші зобов’язання,Субординований борг,Зобов’язання групи вибуття,Статутний капітал,Емісійні різниці,Незареєстровані внески до статутного капіталу,Нерозподілений прибуток (непокритий збиток),Резервні та інші фонди банку,Резерви переоцінки,Процентні доходи,Процентні витрати,Чистий процентний дохід/(Чисті процентні витрати),Комісійні доходи,Комісійні витрати,Результат від операцій з цінними паперами в торговому портфелі банку,Результат від операцій з хеджування справедливої вартості,"Результат від переоцінки інших фінансових інструментів, що обліковуються за справедливою вартістю з визнанням результату переоцінки через прибутки або збитки",Результат від продажу цінних паперів у портфелі банку на продаж,Результат від операцій з іноземною валютою,Результат від переоцінки іноземної валюти,Результат від переоцінки об'єктів інвестиційної нерухомості,"Доходи/(витрати), які виникають під час первісного визнання фінансових активів за процентною ставкою, вищою або нижчою, ніж ринкова","Витрати/(доходи), які виникають під час первісного визнання фінансових зобов'язань за процентною ставкою, вищою або нижчою, ніж ринкова",Відрахування до резерву під знецінення кредитів та коштів в інших банках,Відрахування до резерву під знецінення дебіторської заборгованості та інших фінансових активів,Знецінення цінних паперів у портфелі банку на продаж,Знецінення цінних паперів у портфелі банку до погашення,Відрахування до резервів за зобов'язаннями,Інші операційні доходи,Адміністративні та інші операційні витрати,Частка в прибутку/(збитку) асоційованих компаній,Прибуток/(збиток) до оподаткування,Витрати на податок на прибуток,Прибуток/(збиток),Переоцінка цінних паперів у портфелі банку на продаж,Переоцінка основних засобів та нематеріальних активів,Результат переоцінки за операціями з хеджування грошових потоків,Частка іншого сукупного прибутку асоційованої компанії,"Податок на прибуток, пов'язаний з іншим сукупним доходом",Інший сукупний дохід після оподаткування,Усього сукупного доходу
48,КРЕДОБАНК,1,508943.5,0,0,117967.2,23442.49,1860681,1153089,864162.7,859397.7,0,8927.957,46186.61,22015.59,485539.1,31342.29,48094.97,0,1168062,1492757,1978620,0,18443.76,8000,3458.139,912.6686,275537.4,24414.28,566020.2,0,1918969,38.05317,0,-1604232,40175.67,138613,547364.4,-250785,296579.2,181971.6,-20468.3,0,0,47334.79,2409.426,55146.27,-83999.2,0,0,0,-6021.52,2245.033,-1202.81,0,1345.703,110414.8,-572768,0,12986.93,-8396,4590.929,23286.51,-38548.1,0,0,0,-15261.6,-10670.7
49,КРИСТАЛБАНК,0,2462.6,0,0,0,0.002,91657.13,21210.64,0,0,0,0,0,0,6757.239,640215.5,0,0,41485.42,0,719243.6,0,0,0,0,0,200.9793,0,0,0,1522.5,0,0,-149.422,0,0,549.9428,-216.609,333.334,0,-1.09637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,656.3597,-1138.02,0,-149.422,0,-149.422,0,0,0,0,0,0,-149.422
50,КСГ БАНК,0,19985.79,0,0,0,24082.19,305512.3,4917.596,15,0,0,14370.55,215.64,0,7529.403,20.31325,1576.582,0,8400.175,140420.9,29603.06,0,0,421.8505,999.8152,0,437.393,470.7249,0,0,153000,0,0,22238.58,7945.902,14287.06,53077.46,-18455.1,34622.36,6177.402,-2500.89,0,0,3873.424,-47.0248,-1094.62,-5241.34,1195.33,0,0,-26671.1,-13.8971,69.1066,0,0,2357.716,-11271.8,0,1454.683,-489.178,965.5049,0,0,0,0,0,0,965.5049
51,ЛЬВІВ,1,29330.38,25801,28629.04,0,137853.9,743996.3,79468.97,0,48264.91,0,0,2071.416,0,53819.49,7387.824,39289.18,0,101137.7,242086,521283.4,0,57576.65,0,0,0,24056.97,1562.085,104713.7,0,252905.3,230.3126,0,-157713,9936.317,38136.6,119893.1,-89418.2,30474.91,20785.03,-1917.96,1906.162,0,0,0,3185.179,-11860.7,0,0,0,2350.949,-29.8122,0,0,0,1110.989,-52597.6,0,-6592.8,0,-6592.8,0,0,0,0,0,0,-6592.8
52,МАРФІН БАНК,1,449267.6,0,0,0,80623.4,1067322,529841.1,88967.75,20004.55,0,27514.1,2276.597,18550.96,130589,37242.06,5828.126,149076.4,0,942352.1,974034.3,0,0,0,0,307.1451,153679.7,5563.806,0,0,435000.1,80211.74,0,-112815,82381.68,46388.67,202903.5,-114344,88559.3,98803.93,-21331.9,-42.9269,0,-516.621,-25458.9,20508.39,47124.81,3623.704,-2151.85,0,-163099,-219.868,0,0,-78.0479,20431.67,-201518,0,-135365,22549.63,-112815,7885.965,9968.956,0,0,0,17854.92,-94960.4
53,МЕГАБАНК,1,770812.5,0,0,0,107771,5294952,449613,56646.62,0,0,0,128.5857,0,180085.2,4786.059,17210.11,27583.44,734635.7,2130169,1561352,30297.29,1225841,4182.049,744.6892,362.9156,6300.037,7502.268,496231.7,0,500000,138.44,0,35860.72,125416.9,50554.41,636828.4,-447408,189420.5,138183.3,-12044.6,0,0,0,-146.413,19088.67,19943.31,0,0,0,-98100.8,-174.612,-579.368,0,1364.766,14945.2,-226595,0,45305.3,-9444.58,35860.72,480.5316,0,0,0,0,480.5316,36341.25
54,МЕТАБАНК,1,111071,0,0,41.9289,440.088,360477.8,37765.83,1271.471,37040.18,0,15353.99,1749.318,0,48195.71,1862.002,1135.415,1984.309,0.51747,122528.4,328373.3,0,0,0,253.6562,65.71977,9586.447,4006.046,23979.73,0,110216.4,1611.794,0,4484.161,7464.933,5818.046,87974.5,-58082.1,29892.36,31251.15,-953.403,0,0,121.7403,0,16002.08,-679.085,0,0,-441.81,-15800.9,-2421.45,0,0,0,2749.801,-55860.3,0,3860.244,0,3860.244,-19.3009,-565.12,0,0,0,-584.421,3275.823
55,МІБ (Міжнародний інвестиційний банк),1,1191417,0,20784.05,5904.83,92205.43,1697642,30982.12,0,90030.41,0,4080.58,0,1020.534,13703.26,7719.68,3699.385,58637.87,10009.89,1524785,1219640,0,0,3225.407,0,116.0642,116183.9,10114.57,194732.7,0,121423.5,0,0,15846.69,1748.902,0,239987.8,-131966,108022.3,67242.04,-7788.63,-7751.28,0,-29343.9,0,-3342.82,61786.93,0,0,0,-89606.2,-186.596,0,0,-81.18,15793.94,-94350.2,0,20394.41,-4699.07,15695.34,0,0,0,0,0,0,15695.34
56,МІСТО БАНК,1,178285.4,0,0,0,12655.15,1051194,370295,62819.52,0,0,17624.8,1277.447,9390.191,103911.5,38875.73,17388.92,18692.31,75504.68,378123.4,868698.2,0,0,0,10042.54,75.90313,19196.36,12086.37,181553.1,0,299980,1056.3,0,-68551.9,40910.02,63734.86,235655.8,-119940,115716.1,16220.98,-1699.09,0,0,170804.3,194.1798,304.3994,-212818,119.339,0,0,-18248.7,-5.62417,0,0,947.7959,3607.188,-56009.4,0,19133.27,-2265.76,16867.52,0,117.1331,0,0,-21.084,96.04915,16963.56
57,МОТОР-БАНК,1,208772.3,0,14296.12,0,15291.74,203518.3,3896.998,17130.9,0,0,57.04216,7819.274,194.623,32391.76,5685.307,7873.09,0,0,266606.1,113381.4,0,0,4519.286,0,5.90648,1880.214,1361.854,0,0,120000,0,0,6496.681,2641.439,34.58,48887.81,-22153.4,26734.39,18053.26,-13907,254.682,0,-14.9296,0,15410.85,779.0126,0,0,0,-15406,-62.988,457.5367,251.9882,2.44552,420.0151,-23751,0,9222.352,-4519.29,4703.066,34.58,0,0,0,0,34.58,4737.646
58,НЕОС БАНК (АЛЬТБАНК),1,59890.79,0,0,0,62174.18,33030.61,22318.34,11.555,0,0,33494.3,1391.84,7381.478,8568.207,454.9186,38017.69,245235.8,191277.1,162941.1,13440.69,0,0,0,2961.379,34.23435,625.6444,3584.29,0,0,126115.8,40.6982,0,-622840,627296.7,6491.658,224956.8,-94485.2,130471.6,13470.09,-1790.49,0,0,59323.67,0,38244.28,-44210.5,-64490.5,0,0,-265438,8440.143,0,0,-540.691,53279.7,-542591,0,-615832,17671.98,-598160,0,0,0,0,0,0,-598160
59,НК Банк (Народний капітал),1,16622.97,0,0,0,7228.871,243730.8,468.2714,0,0,0,0,0,36.82806,20183.58,346.3649,181.7039,0,0,90316.75,27384.12,0,0,200,0,0,1698.159,147.4906,40546.41,0,122055.6,0,0,2410.367,4040.491,0,52850.18,-20831.5,32018.67,3573.374,-564.455,0,0,516.6657,0,2617.855,91.29189,0,0,0,-25335.6,5.28946,0,0,95.88246,17.78283,-10270.5,0,2766.271,-683.291,2082.98,0,0,0,0,0,0,2082.98
60,НОВИЙ,1,494272.9,0,1779.873,0,17013.49,590368,4291.934,24984.95,0,0,11590.81,214.75,2792.962,5773.745,46069.97,28222.75,0,15769.87,795578.3,180778.5,0,0,0,0,15.99649,46102.99,2262.804,106337.2,0,150000,0,0,-71787.5,0,2318.023,50577.72,-52094.5,-1516.73,19097.78,-3055.33,0,0,-540.856,0,47973.61,-41136.4,0,0,0,-3001.51,-1.00503,0,0,-8.27133,6351.81,-30895.9,0,-6732.81,0,-6732.81,0,-0.52546,0,0,0,-0.52546,-6733.34
61,ОКСІ БАНК,1,183752.2,0,20812.81,0,33766.36,319172.4,45465.68,0,0,0,0,0,284.545,4134.577,402.058,2474.982,9225,125685,119612.3,240130.9,0,77.245,203.297,0,0,12.2937,1731.95,0,0,120000,0,0,6662.914,5374.731,0,55730.43,-30976.7,24753.71,7115.148,-1435.28,945.4463,0,-2692.61,0,1464.15,3714.65,0,0,0,-4376.15,-1.81475,0,0,0,1501.16,-28846.9,0,2141.541,-731.796,1409.745,0,0,0,0,0,0,1409.745
62,ОТП БАНК,1,1566925,0,0,0,1643523,9656847,6360729,261419.5,651655.4,161295.3,202928,5431.908,386115.4,364325.3,65881.88,178427.3,0,473334.7,6278701,7724438,7.07156,1552682,0,0,121948.7,791765.4,95069.97,3092740,0,2868191,2754.17,0,-1999097,512356.1,-9387.39,3369007,-1092371,2276636,506291.2,-170086,0,0,-2372.71,-17528.5,19885.36,349894.3,0,-1809.59,0,-2891542,-25262.1,-9555.96,0,44153.99,199261.6,-2445737,0,-2167772,168675.3,-1999097,-12573,0,0,0,3185.589,-9387.39,-2008484
63,ОЩАДБАНК,1,13698321,0,0,0,792635,66894381,2377457,39738941,0,24800,0,301984,80172,3772535,245358,164257.2,12910.63,26151208,18778059,36590124,26.36414,20815925,0,0,25732.14,1117348,219443.3,1656729,0,18302480,0,11598840,-8561390,269992.3,1139235,14681557,-8387280,6294277,1589980,-330217,0,0,87811.27,5913.17,-112855,-584323,0,0,0,-12000000,-121181,386007.1,0,-13368.1,219507.6,-3862501,0,-8596029,31582.89,-8564446,-527681,0,0,0,0,-527681,-9092127
65,ПЕРШИЙ ІНВЕСТИЦІЙНИЙ БАНК,1,125373.7,0,0,0,39938.07,785581,32462.14,53601.44,0,0,8433.035,736.0299,8924.714,44056.17,20115.16,20247.88,16089.16,43375.36,234406.4,579135.1,0,0,7.436,0,122.458,15829.92,5260.833,42757.36,0,230000,17924.44,0,-18186.2,4691.902,233.4528,136262,-94916,41346.01,33756.03,-6407.08,0,0,44701.37,3.05159,1789.949,-38591.9,-664.206,-2263.01,0,-10067.6,-159.248,73.06751,0,174.9642,2342.687,-85173.7,0,-19139.6,953.3999,-18186.2,-713.257,-247.074,0,0,209.8071,-750.524,-18936.7
66,ПІВДЕННИЙ,1,1170857,250829.4,0,0,529607.5,10269743,367734.9,252079.6,0,180401.1,0,18451.99,4378.766,715259.2,29926.8,26997.73,1007441,3912565,3005149,4185162,0,1072626,15000,26310.22,1903.305,257853.5,53561.62,437283.5,0,956894,335564,0,198379.6,133342.1,232114,1363763,-922629,441134.7,355937.5,-82234.9,0,0,0,-10707.4,-434939,453382.6,0,-652.573,0,-252787,-1835.21,-10654,0,2899.356,117456,-515691,0,61308.75,-16869,44439.78,14576.86,139942.4,0,0,-23292.7,131226.5,175666.3
67,ПІРЕУС МКБ,1,1344076,0,31290.9,0,66337.11,1224414,96488.41,85254.08,0,0,42360.89,5814.888,187992,112900.1,10820.8,10579.4,9750.084,1146594,339907.3,875431.8,0,7301.769,0,0,1166.757,7531.141,11365.46,310707.5,0,1627792,0,449482,-1616020,50284.78,16533.97,226944,-114129,112814.6,46549.93,-10565.2,1222.356,0,53312.47,0.8944,16906.5,-33580.8,0,0,0,-393961,-1201.6,0,0,-1113,110684.1,-224896,0,-323827,0,-323827,861.0536,0,0,0,-233.828,627.2256,-323200
68,ПОЛІКОМБАНК,1,42046.68,0,0,65.8792,12832.28,318909.3,4953.366,1209.622,0,0,13075.92,86.134,0,59187.73,669.4362,4015.607,0,29169.18,69073.39,187969.8,0,0,0,12588.19,0,930.3775,992.5998,11355.82,0,80300,0,0,2878.717,18957.53,42836.41,52244.15,-39415.9,12828.21,7964.109,-253.754,0,0,-347.867,-0.00084,4867.492,2042.937,4014.271,0,0,-6494.93,-169.879,0.15084,0,0,1780.495,-25941.9,0,289.3003,-17.768,271.5323,0,3448.498,0,0,-1596.55,1851.948,2123.48
69,Полтава-банк,1,141552,0,0,0,421.4935,811498.6,63294.9,28186.84,80028.22,0,0,0,20.65689,140716.2,5771.404,4868.677,53042.96,0,527337.8,462254.4,0,0,901.9497,17858.16,0,21718.07,1729.96,0,0,70500,60.31201,0,62936.26,83096.62,81008.45,163151.2,-105917,57234.57,60897.12,-5367.6,0,0,0,0,26674.27,3074.777,0,0,0,-19827.3,-87.9046,-3003.46,0,2.7475,1563.244,-78172.9,0,42987.59,-8687.71,34299.87,0,987.9079,0,0,0,987.9079,35287.78
70,ПОРТАЛ,1,4236.587,0,0,9.05236,25322.86,96610.17,15642.2,0,0,0,0,0,75.52201,4579.243,73.4949,221.7132,0,0,11638.03,8247.266,0,0,0,0,0,1166.873,677.1753,0,0,125000,0,0,41.49891,0,0,22898.03,-1842.98,21055.05,509.6965,-27.6083,0,0,9.05236,0,-48.9667,1792.084,0,0,0,-9540.95,5.1855,0,0,0,0.58324,-12580.4,0,1173.756,-3.01852,1170.737,0,0,0,0,0,0,1170.737
71,ПРАВЕКС-БАНК,1,925150.2,63420.56,0,2726.031,200,600071.7,2044025,500455,0,0,13558,1671.814,0,587217.6,28025.68,40470.41,107622.2,237502.7,1365371,2111108,1.05548,0,0,4375.762,2680.77,113046.8,50860.06,228589.2,0,949170,1521161,0,-1941970,1332.108,271385.7,366977.9,-315081,51896.86,181587.9,-47706,0,0,96.9686,2081.938,60697.6,-297978,222.3469,-6373.65,-736.979,277511.8,-745.666,155.8849,0,297.583,26757.94,-548019,0,-300252,6594.979,-293657,839.0084,30556.03,0,0,-5942.78,25452.26,-268205
72,ПРИВАТБАНК,1,27075551,758.7748,29.09,0,1220106,139000000,22126573,981142.2,141917,681040.8,10416.15,77416.02,8241.833,3028435,9275042,183658.9,562522.1,22761861,33628054,108000000,2015694,6096209,6644.547,229315,51280.62,2848240,1189433,5351598,0,18100740,19708.98,1000413,882083.4,1445109,1248305,29185014,-19000000,10347966,3912756,-1042671,3.881,0,0,191897.1,1289592,-2441422,1106.923,0,0,-2500751,-164392,-607505,0,-10831,253069.2,-8161357,0,1067462,-318426,749036.1,540838.7,196782.8,0,0,-111139,626482.7,1375519
73,ПРОКРЕДИТ БАНК,1,613601.1,1924.625,82486.36,0,0,2921334,555664.5,567.343,120000,0,12633.38,3031.869,1993.605,88184.61,29105.34,18130.48,27073.49,0,1335572,2101504,21049.74,182189.4,0,0,1360.58,249930.3,12143,159848.9,0,298333.2,777.8034,0,78663.19,34358.37,0,511434.6,-207009,304425.7,121119.1,-16256.9,39630,0,9250.089,0,72708.32,-46579.7,0,0,0,-78705.2,-4872,0,0,-361.251,11817.53,-314545,0,97630.26,-18967.1,78663.19,0,0,0,0,0,0,78663.19
74,ПРОМІНВЕСТБАНК,1,4057429,0,0,0,1639341,38417441,83237.32,3332142,0,121.975,843963.4,6077.089,422250.6,2761404,769292.7,283511.8,40011.18,27022065,6057676,7624943,0,200300,0,20063.55,325474.6,478874.2,323083.8,4528201,0,8212007,5300,4415429,-8358847,0,1801653,4883702,-3149595,1734107,638277.4,-43482.1,0,0,-463125,-3282.82,1437051,-757155,0,-35087.8,0,-4245955,-52238.5,0,0,-287682,272678.2,-1540188,0,-3346083,-109946,-3453846,-344035,-13957.6,0,0,61747.76,-296245,-3750091
75,ПтБ (Платінум банк),1,863248.6,23562.31,0,894.1711,65936.33,2277316,3677294,1173,0,0,69884.2,11921.33,7874.698,103502.2,11681.03,19527.55,0,562806,732088.7,4932568,0,253771.6,0,0,1022.401,118076.8,58077.04,219491.4,0,380567.2,0,119211.9,-280990,37124.81,0,1888544,-1023478,865065.9,41532,-23566.1,2.36529,0,1408.085,0,-95248.3,104083.5,126.4824,-237.242,0,-860777,-310.129,0,0,27.00839,372408.6,-682826,0,-278311,-2678.51,-280990,0,0,0,0,0,0,-280990
76,ПУМБ (Перший український міжнародний банк),1,4641624,0,0,351.1323,568624.7,22740951,3092867,1945597,0,295051,96151.31,35000.25,208299.3,1462446,89706.79,36883.73,225771.3,1662129,12137983,12378457,0,3272979,0,0,14645.43,581904.1,121139.5,492825.2,0,3294492,101659.6,0,-74463.8,688968.4,766605,4819728,-2481513,2338214,1165526,-343797,-160283,0,-292944,36999.35,51816.23,848517.3,11610.14,0,0,-2704283,-7563.26,0,0,-7016,143120.5,-1220734,0,-140816,195015.5,54199.52,22930.03,57990.18,0,0,0,80920.21,135119.7
77,ПФБ (Промислово-фінансовий банк),1,17065.92,0,0,0,1506.247,197379.2,13092.84,2,0,0,0,747.0813,0,9513.638,122.3526,1502.7,618.824,0,62604.29,37382.57,0,0,1156.588,138.2855,60,2743.691,908.4773,0,0,113208,609,0,8544.039,14195.9,0,40974.78,-6416.21,34558.57,5152.932,-3443.48,20.71534,0,0,0,3248.827,534.1126,0,-91.8347,0,-4682.54,9.35101,0,0,140,560.2407,-30352.6,0,5654.29,-1240.69,4413.605,0,0,0,0,0,0,4413.605
78,РАДАБАНК,1,131462.7,0,0,0,50434.63,232287,5254.026,0.25345,0,0,4454.295,0,195.289,14864.72,4577.548,1175.989,0,72000.61,104698,121333.5,0,0,566.377,0,289.1897,2698.961,2731.78,0,0,120000,0,0,2051.915,17719.63,616.5721,46905.14,-19111.2,27793.98,12254.52,-3720.39,0,0,-3.00376,431.387,4700.147,-1069.83,0,0,0,-6058.17,194.324,0,0,-248.373,1521.953,-34478.2,0,1318.307,-1208.06,110.2472,-434.814,0,0,0,0,-434.814,-324.567
79,Райффайзен Аваль,1,6843152,0,169234.9,0,15227.94,20947629,8757610,4682057,239414.7,206080.3,204761.1,215052.4,1122205,2505665,744196.3,156568.6,50576,5378288,14592924,14207484,0,0,2883.002,22652.51,41802.33,1422531,315207.1,4727360,0,3002775,3033306,0,-2321053,316915.6,2116355,6489971,-1664438,4825533,1978536,-348450,8704.068,0,953295.7,-4372.09,462299.5,-2343380,0,6142.239,0,-4487808,-37295.6,-18773.4,0,37508.34,330273.5,-3389267,0,-2027052,659718.2,-1367334,1173327,-70200.9,0,0,-4858.33,1098268,-269066
80,РЕГІОН-БАНК,1,41421.43,39.86953,0,0,3981.107,290850.2,22884.21,0,0,0,24751.43,0,109.8176,8478.564,5118.257,842.5847,0,6991.658,106094.6,139598.9,0,0,251.25,0,6.51954,3865.906,827.0524,51986.25,0,56481.28,11.70712,0,6580.886,18600.41,7181.059,55788.15,-32611.5,23176.67,10697.17,-416.738,11.755,0,-11.345,1241.666,4653.437,1029.793,-10,0,0,-9442.03,25.09322,0,0,1.43488,1027.177,-29226.3,0,2757.766,-738.76,2019.006,0,0,0,0,-0.9993,-0.9993,2018.007
81,РОЗРАХУНКОВИЙ ЦЕНТР,1,863486,0,0,0,14776.1,0,0,5,0,56265,0,1003.525,19.60702,97951.12,781.8041,459.3544,0,778117.3,65546.51,0,7255.494,0,0,0,0,498,2583.441,0,0,153100,0,0,26375.36,1271.464,0,79144.42,-36680.5,42463.92,1321.939,-106.714,1397.9,0,0,30.65825,-2928.48,3125.732,0,0,0,-25065.9,-391.948,0,0,0,11341.21,-26283.4,0,4904.905,-9.30898,4895.596,0,0,0,0,0,0,4895.596
82,СБЕРБАНК,1,2731801,0,0,0,0,36839740,852371.8,4980149,0,14417.9,4281.211,17418.51,53524.05,1053055,95805.59,97765.33,0,24234269,4287012,10647700,0,0,0,34549.54,2368.439,324317.9,149926.8,3156083,0,3392461,270558,0,-826471,797501.4,270054,5200683,-1861627,3339056,515135.8,-185144,0,0,0,-35054.1,657073.4,477780.2,217.4512,13417.9,0,-3294430,2012.944,-4099.29,0,65567.7,119269.2,-1572867,0,97936.61,10112.31,108048.9,96925.54,65759.92,0,0,-33416.6,129268.9,237317.8
83,СЕБ КОРПОРАТИВНИЙ БАНК,1,286964.5,0,0,0,0,1173940,1.84049,0,0,0,0,0,696.5398,7978.407,5069.336,818.3743,0,784717.4,216540.2,5914.411,0,0,1084.291,0,0,157414,2992.572,0,0,250000,0,0,55504.09,1301.784,0,88794.59,-8203.03,80591.56,9851.155,-561.883,0,0,-7754.18,0,13358.99,-5333.22,0,0,0,-70.917,-4.15749,0,0,0,15.45224,-51846.2,0,38246.63,-7476.44,30770.19,0,0,0,0,0,0,30770.19
84,СІТІБАНК,1,1594866,0,398764,0,22532,2464797,85242.35,5810066,0,0,0,115595.3,0,38892.06,7079.829,7338.756,0,150898.7,7206480,16759.52,0,0,0,9089.782,8578.872,1339089,14219.28,0,0,66500,253090.8,0,1379831,143557.2,-42921.3,593953.9,-70940.3,523013.6,60991.09,-19099.3,664155.8,0,-6051.35,5806.331,627678.5,64802.9,0,0,0,-33622.5,-5089.72,0,0,-6448.9,4199.45,-295516,0,1584820,-204989,1379831,1579.301,0,0,0,0,1579.301,1381410
85,СІЧ,1,89798.05,0,0,0,154727.3,436566.3,3886.577,40492.36,0,0,0,559.191,0,42788.81,975.4177,6285.025,0,133914,165605,309813.9,597.3369,0,1277.595,0,12.91681,4502.853,1072.473,31544.36,0,120000,0,0,6946.19,128.2687,664.13,75276.18,-46763.3,28512.92,13637.67,-1444.13,0,0,0,20.42237,-174.515,2538.542,0,0,0,-1664.75,-536.537,0,0,-2.91681,910.6742,-36010.7,0,5786.679,-1277.6,4509.084,0,0,0,0,0,0,4509.084
86,ТАСКОМБАНК,1,231000.4,0,0,0,23709.93,2050205,60721.04,327017.5,0,0,72688.95,5580.401,5780.303,43690.85,6597.976,4077.534,123301,153892.2,932069.6,1374036,13883.44,0,4400,0,0,76003.61,10513.71,55233.56,0,220000,11,79200,12636.7,4902.298,17588.19,413521.3,-260653,152868.4,34978.02,-11143.6,0,0,-271.262,387.0433,16011.59,35976.45,0,-1775.64,0,-88125.3,83.48686,0,0,3.2114,18898.64,-141170,0,16721.09,-4400,12321.09,-659.714,0,0,0,0,-659.714,11661.38
87,ТРАСТ,0,32836.71,0,0,0,0,238994.7,331371.3,0,0,0,39576,40.384,516.5803,47185.14,15263.71,3148.263,0,266498.1,11312.58,238464.2,0,0,0,1154.83,0,2481.402,516.6392,105897.1,0,69000,0,0,207.1716,950.7989,12449.96,41994.87,-65785.7,-23790.8,79809.78,-868.29,0,0,14516.47,0,932.2861,-19840.9,11067.21,0,3598.301,-16576.3,-163.919,0,0,110.0192,10274.78,-58749.7,0,318.9222,-111.751,207.1716,0,0,0,0,0,0,207.1716
88,ТРАСТ-КАПІТАЛ,1,17567.63,0,0,0,8413.906,254554.4,3333,6426.065,0,0,30703.74,242.363,0,339.6973,3986.534,36624.07,0,31982.51,81373.86,70718.91,0,0,0,5362.714,7.04766,21004.27,587.2636,58674.95,0,63367.5,0,0,-228.519,23117,6223.848,35789.8,-26743.6,9046.248,2743.33,-710.492,0,0,0,0,-30841,-3906.76,91.082,0,0,11768.92,-2.76066,0,0,22.38737,24145.04,-12766.7,0,-410.716,-34.25,-444.966,5.68353,0,0,0,0,5.68353,-439.282
89,УКРАЇНСЬКИЙ КАПІТАЛ,1,20814.71,0,57469.29,0,45094.91,150656.5,46278.69,18153.71,0,0,59499.62,18.241,2029.545,36347.85,2327.21,1252.846,6623.114,69802.33,93174.8,154501.4,0,0,0.819,0,0,4263.588,1480.924,5033.488,0,85320,0,0,23400.76,7940,1648.071,47633.75,-28001.7,19632.09,10977.08,-2131.38,640.1608,0,2866.888,0,18143.39,-9854.54,0,0,0,-16340.3,-19.2247,0,0,0,1665.41,-32492.6,0,-6912.96,1755.566,-5157.39,0,1823.611,0,0,-328.25,1495.361,-3662.03
90,Український банк реконструкції та розвитку,1,1824.205,0,0,0,16731.94,6377.448,0,0,21160.9,0,27925.68,248.2797,1239.694,29675.5,34.92327,1072.151,0,0,207.9271,0.22828,0,0,0,0,0,11.94471,800.3047,35204.06,0,117999.5,0,0,-51920.8,3987.497,0,8337.037,-1280.18,7056.861,92.30896,-25.4196,0,0,0,0,50.11579,571.9289,0,0,0,-10302.1,-86.1425,0,0,18.601,342.7682,-8794.67,0,-11075.7,0,-11075.7,0,0,0,0,0,0,-11075.7
91,УКРБУДІНВЕСТБАНК,1,87943.22,0,57098.16,3111.333,29.295,246070.3,53439.99,5009.961,0,0,6426.851,0,63.65466,9816.313,27.77456,1219.406,0,0,236258.4,100010.7,0,0,0,44.01457,1160.265,2596.394,2494.981,0,0,120004.6,0,0,5480.113,1751.225,455.451,61791.28,-34963.8,26827.53,16541.35,-4836.17,1705.498,0,8299.62,0,-472.985,-8326.98,0,0,0,-4962.26,0,0,0,-517.114,94.94833,-32135.6,0,2217.794,-657.963,1559.831,0,0,0,0,0,0,1559.831
92,УКРГАЗБАНК,1,1964776,0,806604.6,0,802564.5,8577221,1457637,5693343,0,0,12071,3173.706,124977.4,585461.1,49600.91,43916.23,906565.1,6568457,5507977,6860114,0.00451,66391.89,8525.275,89485.61,7022.902,279566.3,69865.35,0,0,9481561,135941.8,0,-8508455,226151.4,235307.9,2805330,-1727795,1077536,239025.2,-48205.2,390602.2,0,0,-86100.2,530569,643463.1,-4654.32,0,0,-3930565,-134991,-404206,0,-4836.63,49694.92,-1062940,0,-2745607,-55516.7,-2801124,30512.61,0,0,0,-7082.52,23430.09,-2777694
93,УКРЕКСІМБАНК,1,15116963,0,6882115,0,3264179,51714388,379187,40807758,820865.6,0,1986087,773860.2,1048179,2262991,572553.2,370700.9,0,10524441,38255796,21870001,0,32956190,110000,48032.42,49831.83,2405573,157192.8,6086549,0,16689042,0,5000000,-9644125,162926.1,1328379,12043145,-7414549,4628596,757007.7,-168253,3340677,0,605.4011,13944.27,605204.3,672025.2,-1713229,-53277.4,0,-17000000,-182434,65334.18,18235.71,-30402.8,91030.85,-1810304,0,-11000000,943644.4,-9805548,209762.5,171382.8,0,0,-34583.4,346561.9,-9458987
94,УКРСИББАНК,1,6006573,0,0,228.0522,49765.06,7473681,7431097,2466811,0,346658.2,70529.21,825.6025,1127401,1074903,227793.7,58720.73,1789.669,160544.7,8451031,8973333,2280.462,14405.64,0,0,57618.31,1767649,126256.9,5003068,0,1774333,811259.8,0,-870000,57985.49,7009.357,2719384,-1035749,1683635,927212.4,-177653,0,0,127972.3,333.2093,305401.2,-71484.2,0,0,0,-1713656,-80957.6,5327.973,0,-18352.7,196263.3,-2052883,0,-868842,-1296.32,-870138,450.5674,-137.479,0,0,0,313.0889,-869825
